Username,Text
@Rafli.Sutejo,"Wakil negara mana sih ini, berani2 nya ngomongin konoha"
@Ucing244,Masih di carikan bapak kerja gak usah bacot.... Debat dulu di Akademi.
@vinoiskandar1761,Waduh wapres hasil nepotisme sedang pidato nih.tapi sayang cuman masih sekedar baca texs
@joniistiawan3473,Wapres kosong
@msp4121,sayang sekali..........sudah ngomong panjang sekali....tapi........tetap tidak mampu membuat RAKYAT PERCAYA.
@iamochamad,"yg like itu atensi pimpinan dari WA gtup aja kayanya, ""tolong di like"""
@pipitkeyla9851,( siva) janggan panggil aku anak kecil paman...panggil saja jonggos oligarki..
@EsJeruk69,"speed 1.5 pun masih kurang cepet, gregetan gua yang denger"
@shahdanr2702,lu ngomong apaan bran?? lu ngerti ga si yang lu omongin??
@kiroopun,like nya beli wkwk
@papakhay9714,Keq orang mau nangis
@labaraden8923,"Kesini cuma dislike, gk sneng org nya krna kosong isi nya"
@bangjaadi9726,Wapres gini??????????????? Vooooomm
@guntutur,Lu pake  bot ya? Banyak bener yg like
@poponhayati193,So soan
@renattaadelia3775,Bonus demograsi? Ndasmu!!!
@ellav.d.o3175,Kesini mau liat dislike kok ga ada
@22muhammadluthfi95,likeny byk kok bisa
@UMAYFood,Ada yg bilang kosong  BENER
@farizsandi8513,Bayar buzzer buat nge like kah???
@heydi5686,malu ege bang
@romydzaky3500,Kacau nih org
@aldybarrack6522,Bayangin duit pajak lu di pake buat beli bot likes
@RaihanSajaO,"AI lagi AI lagi , kapaj maju nya jir kalo tergantung AI gibran gibran , nyuruh Indonesia buat maju kok make AI pake otak lah murni hasil dari belajar"
@xxrndyxx,Dapet wapres belegug kok disebut bonus sih
@selviapemmy3190,Gak mutu
@andihprayoga3543,"ketika diam lbih bgus dri pda bergerak dan berbicara.  Nggak habis pikir, negeri ini dosanya apa yah.? dpt pemimpin, pngurus dll dbawah standard"
@athadlmt8178,"Wapres bisanya cuma baca skip sok2an ngomongin usia produktif tp phk dimana2, mana 19jt lapangan kerja baru omon2"
@Ciellslebew,Tak tahu malu
@Teahahahah,"Hahah, beli bot like LOL LMFAO"
@nandakurniawan9854,Omon-omon ah.. Ente kerja aja dicariin bapak pake cara gak bener.   btw itu like langsung meroket gitu yak..
@aliramadhanalhadad3735,"Buka, dislike, report, ngga nonton full, keluar"
@aimbass7856,yang paling kuat itu adalah ORDAL
@koecingkampoeng8086,KOSONG KOSONG KOSONG....... WAPRES PALING CURANG SEPANJANG SEJARAH PEMERINTAHAN INDONESIA.
@therisingofroninbonsai,Giliran kita maju bekerja dan berjuang untuk INDONESIA 6:19
@Alien_Jupiter,"Menurut gue editannya udah bagus, hanya saja thumbnail hasil niru dan isinya cuman omong kosong aja, muter muter gajelass"
@yukireinvmusic,Jumlah dislike nya mana
@seputarpertanians-p3366,"Ngomong opo ,, ngomong opo kumur kumur"
@rayisomantri447,segitunya sampai beli like wkwkwkw
@syahrudi_n3241,Fufufafa gak guna
@pujowidodo5478,Isi pikiran Gibran ya cuma itu itu aja nggak nambah nambah pinternya
@ryoblu3sky5,Kocak....ganti pakai AI ajalah
@romlihidayat740,"Sakitu teh baca, eyyy belegug"
@andeska0181,"Kasihan ngelihat nya, Kayak robot yg di setel"
@reidha,Dimana sumpahmu?
@islandlovelove,The real gentong kosong nyaring bunyinya
@renzko3225,Yahahah suntik like wowkowkwowkwo
@fikarazka3016,apaan ni pajak rakyat buat di beli like youtube dan komen nya
@alapuramovlog2016,taaaaaaiiiiiiiiii
@marufridho,"Semangat, Mas Wapres!"
@ferdiansyahmuliawan7839,Pengen tau jumah dislikenya gmn ya?
@HardwinPanjaitan,
@natalieenattnatt,Scroll aja bang saya di sini cuma numpang ngasih dislike sama nunggu rasio dislike nya 58% omke gas omke gas
@efendybk1151,Wapres paling gak guna sepanjang sejarah..  plonga-plongo
@_adinn13,ahhhh
@TonoDjumartono-po8rd,Wapres ri gak bermutu.
@hadrianpaser3326,tok de tok only tok de tok petok
@KazseaNyar,"""Kita"" katanya"
@gaizkanaufal2446,Memalukan
@EbietRomandoRohi,"Bisa ga, mas gibran di ganti SILVESTER MATUTINA"
@leythlegacy,Di like botting anjir
@indrayesyouyesyou5985,Ee
@RAKYAT_BIAS4,"Tetap semangat pak wakil, kami mendukungmu untuk kemajuan bangsa kita"
@Yumikaela86,Buzzer like dibayar sama pajak kita y
@GshVddb,Bayar berapa buat like sebanyak itu wkwkw
@arejakselamanya7320,dislike terakhir tembus 84rb tp skg knp di sembunyikan?  bisa jadi skg sudah mencapai jutaan dislike tuh
@MoonlightDub-f7e,Wkwk dapat posisi dari orang dalam
@HeriPyg,"Semangat pak wapres, yg muda yg berprestasi"
@viral_terdepan,Dislikenya lebih banyak
@leviathan3631,Anak nepotisme nyuruh generasi muda berkembang. Kocak bet ni orang wkwk
@septiantrimulianto6446,Abis berapa duit buat beli like bang? Wkwkwk
@startedworkoutnow,6:19 HUH gw barusan nonton apaan yak...
@cappucinohangat533,Beli jumlah likes kah pak   Auto dislike..
@iketutfria3575,Addduuuuuh🫣
@yudibudiman,Saya hanya melihat komen PARA-PARA viewers
@grimgravis,Bullshit
@Ash-ff3jl,Ferry irwandi wannabe
@NilaWati-k5g,"Malu gue punya wapres seperti elu, coba bandingkan dengan wapres2 sebelum yang paten."
@dediibanez,trims ... saya sudah sumbaang dislike
@dzybrellasuruhkalong2208,Kosong....gak ada faedahnya
@sirajabbas8579,Berapa dislike nya woy?
@sazhenmari,"Bang lu itu bisa gak sih ngomong gak kaku banget, minimal pake otak sendiri"
@AbdRahman-ik4qn,Pepesan kosong
@sapujagad5574,Fufufafa
@oceanpinkwave,Dislike terus guys
@bukansangpecundang6627,Hahaha komentar negatif semuanya   pertanda apa lurr
@asdirbolong6456,Sok pintar
@Rizky.Ramadhan,6menit tong kosong
@The_Saga234,Boruto real life
@nabilfatih,kosong
@Rudianto-dw8ux,Kosong
@zuerdaiswara,58% tidak ditemukan di kolom komentar Youtube.
@gatotsuripto-k1o,Dia ngmng tapi gak tau yg di omongin
@Cucuku-br5ti,hahahahahahahahahaha
@AgusMaryudi-bc2wv,Ini wapres kok cuma baca
@MitsukiEXE,Karbit lu
@danuhardianto6090,Ah kocak
@taufiqibrahim,matanya ngeliat ke mana sih bingung & stres nontonnya
@westy6015,"Parah bgt niy produk mengkangkangi Demokrasi Indonesia , bicara kesempatan emas bonus demografi, anda tidak layak bicara mewakili generasi muda krn anda jd wapres krn bapakmu !!!"
@sapoiarts5721,yaping
@AyoKembali,Ini robot kah? Kaku banget
@tokitokich,MENTAL AMAN ?
@fathyatrihidayati1256,Kerja aja masih dicariin bapaknya
@Etzue,Gini amat punya wapres
@cimengart5306,Wapres karbit
@benmoh4030,Bonus demografi tapi keterbukaan lapangan pekerjaan defisit apaagi minus (phk) kan kocak...
@wildangodgod,hahaha kocak kocak
@harlysukarno6536,AI lbh berguna drpd anda
@Zulmovies,Halah paling scriptnya pake chatgpt
@antekliyue9874,anjay duit pajak dikonversiin jadi bot like
@monkeydlufi7006,planga plongoooo baca teks astaghfirullah
@exeransbg6259,maju terus wapresku
@nandapratiwi5534,"GAADA KESEMPATAN EMAS, ELO AJA DICARIIN KERJA SAMA BAPAK LO BZIRRRRRR"
@Ridwankadabra,Sumpa gada isinya bingung mau nyimpulin apa wkwk
@muh.arifalim7528,KOSONG
@haikalls1733,ga masuk blass
@cintagamers1711,Sangat sang tidak berfaedah
@auxumnmoon4822,Yeee beli views dia
@dCapt20,Memalukan
@gentaralam7294,IQ lu itu ga sampe bos... Itu faktanya di kehidupan....
@ochepradananandika5713,Kosong !!
@arvinkhairi,Taii....
@RAM-bt7sg,AGAK LAEN KAUU  AGAK LAEN BAPAK MUU AGAK LAEN KAUU SEKELUARGA  ULANGI 2 ×
@wkwkzzz,kocak
@Lazaret_miyako,Ferry irwandi momentos. Dasar el fufufafa🫵
@AgusMaryudi-bc2wv,Ngomong budaya kompetisi kok suka main belakang
@romydzaky3500,99% full editan dan prompter
@ahmadfahrian2999,"Kasian gua liatnya, dibuly 1 indonesia"
@krisnasentanu772,"rileks aja fufufafa, kaku amat baca teksnya. tampil yang rapih ya jangan malu2 in bapak dan paman."
@rezkyzakiri3869,"Lo aja beban, mana paham si lo, gegara bapak lo bukan bonus malah jadi mampus  debat pemikiran yuk coba yuk banyak yuh yg nantangin berani ga?"
@Zulkarnain-ke9lz,MALU PUNYA PIMPINAN MODEL GINI..!!!!
@isyhaqchannel2434,Ngomong aja baca melebihi anak SMA
@Yalawaton98,Song kosong kosong kosoong Song kosong kosong kosoooong Song kosong kosong kosooooong
@oksb6360,
@sweetyoonhae,Wkwkwkkw wapres gada harga dirinya wkwkwkwkwkwkwkwkkwk
@AliJamila-kh7re,Kok pidatonya delalu baca teks
@IswantoWan-m6r,
@herisetyawan8715,Ngomong opo iki ke coooookkk
@SaifuddinQutuz-fi4id,Ga mutu
@Justicia99-u2g,"Coba datang ke kampus mass, sampaikan di depan forum  intelektual, ga bagus menyampaikan informasi sambi baca teks, kalau  soal2 baca teks anak SD pun bisa seperti itu."
@mamazzmamazz5734,Tulul
@khalis212,"Generasi Emas Tahun 2045, eitsss.... itu BUKAN Masehi ya. TAPI tahun Hijriyah."
@sldaf2036,Bisa baca doang
@MrZins-v8f,Halah nyocot
@AkosApuy,
@TheAlgebra0,Wkwk wakil presiden gak punya malu di Indonesia
@aldyansyah8704,kosong
@SeptianSuryadinata-en6gf,LAPANGAN KERJA
@adisuryadinata819,Ga ad isinya
@TheAffan46,Samsul ngomong apaan sih lu
@abbasofficial2704,51 rb lebih komentar isinya cacian semua. Sepertinya 'sanksi sosial akan terus melekat seumur hidup'. Masyarakat akan terus mengenang sbg hasil cacat hukum.
@Otenlovers,Kosong
@agussiswandi4777,Ya Allahh.. baca komen isinya
@meccarin,Gila
@Roy-nw1gr,Noh minum ciu biar matanya ga seperti orang ngantukan
@AyaSukma,LU BIKIN PALA GW MAKIN PUYENG
@dubleby,Coba aja gw dari kcil punya koneksi jg
@gugungumelar447,Wkwkwkwk
@cintagamers1711,Tk ada faedahnya
@brrrchio,kurang ajar pajak warga dipake buat beli likes
@giriisworld1987,Ternyata ada ya orang yang ga punya malu..
@dulsfreedom,Memalukan!!
@KarzzDragussin,"Banyak yapping ayam ni, minimal berbobot"
@fajarharidhaputranto3723,"Kerja masih di cariin bapak nya, minta tolong pamannya aja sok sokan .. Itu kata teman saya yg temannya kek bangke"
@Temanvinort,Alah Moco teks
@MonaRoh-rs5uj,Wkwkwk..wapres kebanyakan minum asam sulfat...
@pulungmarhaendrajati31,
@hanif_h,Shame on you
@sunnyspeed23,P balap Tamiya
@teamsupport1565,
@rikoarmando366,"wapres yg belum dewasa, belum sunat juga info nya"
@HammtaroKatili,"Lhaa ini kebanyakan kecebung mengkhayalnya tinggi banyak, klo cuma ngomong anak SD suruh baca....klo memang ada ilmunya gak usah pakai baca lee le"
@rijaltdj339,
@PGFUNNYCATS,Dislike
@andeska0181,"King of Omon2, ora jelas blassssss"
@BangkebeuritBau,
@AbuFatsyahais,Perhatikan dah..apanya ayo yg CUTBRAY
@bobyprakoso5708,NGANTUK
@Svbdbd-e5f,"Otaknya 11,12 ama bocah  kls 4 SD"
@imsuandi3023,6 menit rasanya kyak 6 tahun. bosen dengerinnya
@bagaskara2679,KOSONG
@yogisamfauzi8225,Ngomong apa sih asam sulfat
@kolel1076,keren mas
@laodezaitulradio5531,Ngomong apa sih?
@NitaSwasono,Percuma jk generasi muda diberi ckntoh yg salah oleh bapak & keluargamu
@imajener,"Video pak Wapres sangat inspiratif, lebih baik di FGD kan di kampus kampus pak, biar terang benderang"
@fazeew,halah nyocot
@KenariSunkis,Wkwkwkwkwk... Bocil
@JuniorBola20,Bullshit
@CINTAMUSIK-x5z,ko komentarnya buli semua..apa yang salah sama pak gibran wakip presiden RI
@shahranecl,Ngomong apa coo
@davidambarita3655,Malu Malu
@agentofchange212,"Terus lawan hingga dia copot dari jabatan wapres & jabatan-jabatan publik lain -> NAHI MUNKAR, WAJIB!"
@RaharjoPram,Fufufafa
@okky9256,Beli like kocakkkk
@rizrahmani,fufufafa
@budysri6544,wapres karbitan
@Spesialis.ngakak,ganti wapres yg kembung
@azizmalik4528,Hahaha kosong
@RANTIMUSTALIFA,Kacau
@DZKDLYNT,dangkal
@ekoramdani6360,KOSONG
@owi89,"Jujur, Aq hanya untuk baca komeen doanng, Selebihnya ttg videonya sorry ye sorry ye sorry ye.. Nyari di google atau ai aja udah tau"
@alapuramovlog2016,super taiiiii
@yunitaharis9106,Dia Kalau gak ada bpknya. Kasiannnn
@Fun.Ishaan,dikasih yg beneran pinter malah dikatain omon2
@Jukichenn,smk juga butuh makan gratis.
@tajuddinwaris1758,Payah
@jokopunkut4091,Elu aja kali ma keluarga lu yang dapet giliran
@SumberjayaAbadi-n6x,Anda cuma korban nafsu serakah orang tua
@masuus99,Pencitraan doang
@BladeFelx,Tatapan kosong yang mengerikan
@extrakginseng,Taeeek!!
@rizskypratama3191,"Knpa kolom dislikenya di sembunyikan, tidak transparan sebagai wapres"
@harjoeno7324,Tai
@harjadgarage851,Tai
@wiwiekevco7794,ha ha ora jelas
@hanialbacares,Enak banget wapres jalur bapak
@mantoysedc3176,"Buzzer nya like nya luar biasa kerja kerasnya ... Like nya 124k, dislikenya 167k ... Hahahahahaaa... Dan komennya hater semua ... Yg klik like nya gak ada yg komen nih atau cuma robot aja yg nge like ????? Dikira kita semua bodoh kali ya sama buzzer nya gibran ..."
@exelunasilentmusic4279,Yapping mulu pakpres
@PuspaTajem,ada bocoran jumlah DISLIKE hari ini?  udah berapa puluh kali lipat dibanding yang ngelike?
@junaahsafitri546,njirrr kuota gue habis cuma liat video yg gada isi nya
@alfeezy8324,
@denialvarizky6000,Kaya di dongengin gw
@AryaPutra-rl5wr,nepotisme merajalela
@arisaputrapratama,TOD.
@andyvamous4492,"A.I bagaimana... internet lambat A.I malah jadi lelet/loading loop/internet problem. siapa yg gk lupa dengan kata-kata ""internet cepat buat apa?'"" kata-kata itu menghantuiku. mau cepat, paket internet semakin mahal. china sudah memasuki internet 10G sedangkan indonesia 5G saja belum meyeluruh."
@harjadgarage851,"Dlu wktu ada yg bilang asamsulfat untuk bumil....GW tamatan smp langsung mikir,MAU NGERACUN....???"
@liamuniarti4835,Cariiii kerjaa susah brooo...ga USA ngomong 2030...skg aja susah rakyat butuh makan bukan teory yg tadka pasti
@danangputranto6141,Textnya dari AI juga?
@Cceajah,"Gw si malu punya wapres kaya Lo, najisssss najissss najisssss ."
@dendialrashid6735,Cari kerja juga pake AI ya? Ayah dan Ibu.. atau pake APS? Ayah Paman berSEKUTU..
@rifahafidz9378,Itu beli laike d biyyai negara ya
@rifahafidz9378,Cara beli like dmn ya
@Ardh12,Mantap mas
@fadfadnrb,shoot video di pademangan dung mas gib
@helfial372,"Perjuangan beliau yang tulus ikhlas demi rakyat, Indonesia berhutang pada Bung Hatta"
@fastabikhulkh1827,Woy yatim by1 ml sini
@syahrulbachtiar8508,wapres lewat jalur nabrak nabrak konstitusi
@alfanpranataR,Gini aj kl gitu...wapres indonesia ganti AI....  Wapres indo skrg kodamnya kosong soalnya
@JonyTheCat-kl9cd,"Mau 1000 konsultan pemoles performance dihire, yg namanya bawaan lahir dr genetic itu sussssyahh dirubah. Kebiasaan membaca saja tak punya. Apalagi karakter Licik, maling itu attitude yg jg susah dirubah kl bkn hidayah."
@arjunamc7948,BOCAH KOSONG
@IHFID-e2n,"Semangat terus mas gibran, buktikan dengan kerjaa"
@rizkyrama4569,Hai andaaa.. anda lawak!
@yusufmulhakim7222,Bacooooottttttttt
@graceangela1231,terlepas dari segala-galanya. murni gue denger sebagai beliau wakil presiden.  gue ga termotivasi selama 6 menit ini.
@satriananda3144,"Pak fufa, sadar diri klo dari awal ketahuan busuk orang juga males dengar anda."
@m.marcelloarief2222,"ahahahhaha, suntik likes"
@JhonyAkbar,Ayooo.... Pak gibran kita maju bersama sama rakyat
@Sizone23-pm2sg,DITUNGGU DEBAT LANGSUNG VS BEM SELURUH INDONESIA...JANGAN MONOLOG DONG.
@minilensastudio,tombol like diserang busser
@hanialbacares,Aduh aduh gmn rasanya hidup masih diurus bapak?
@Ruby-YT26,Wawww kok hilang DISLIKE nya
@reyzarenald9322,Maaf cuman nambah 1 dislike
@IndonesiaRaya-xq7wi,"Tidak perlu pintar, asal bapak dan paman masih ada semua pasti lancar"
@andrebona2908,Dislike terus rame2
@rahayune2713,Ironis.. wapres yang tidak ada nilai plusnya..
@GatutPudjianto,Prettttt....
@nautilussp1366,Likenya beli berapaan tuh? Dislikenya pasti dah JUTAAAN makanya disembunyikan
@bambangsrimulianst9282,Suruhlah dia pidato secara langsung.. Pasti gak selancar begini narasi penyampaiannya..
@adeputra5314,Purnawirawan kuy...
@fauzan302,Yang pintar ini editor nya. Gimana y cara ngedit begini
@DEMONILLA,"bosen ah, baru aja nonton 2 menit. editannya terlalu rame pula jadi ga nyaman nonton."
@Viravican,Ngomong apa bapak ini. Gak ngerti saya. Intinya. Maklum iq ku rendah
@davidchristian8031,Dimana tindakan nyata dari pemerintah? Bisanya ngomong doang
@nimmudie,"Penonton , lu yakin ama doi ?? ya gue yakin dia BOHONG ,   Kekuatan kita adalah Paman MK , wakakak"
@joelissa3920,Kosong ya tetap saja kosong miris negara ini
@Rizky-j3f,Njirrrrrr kosong nyeee terlihat bgt dari sorotan mata nyeee
@muhammadiqdam4573,Jangan pernah belajar dari gibran..
@hevi-q5w,"bu iriana nangis liat komen komen ini pasti ,kasih tau bu anaknya jangan nurut mulu bapak nya yg gemblung"
@marsolosimanjuntak8940,Saya pribadi sdh cukup tertipu sekali oleh pemilik ijazah palsu
@dedeyusdianto,Punya malu nggak
@bierdoff,Udahlah mass.. udh ga mempan yg gini.. baca prompter mah lancar kalo langsung paling hah hoh hah hoh ga sampe 10 detik abis itu kabur.. semua tau ini semua bukan buah pikiran enteee
@aseptriyani6694,"Anda bisa berbohong kepada seseorang berkali kali Anda bisa berbohong kepada banyak orang sesekali,tetapi anda tidak bisa berbohong kepada semua orang selamanya. Abraham lincoln"
@dienrosmawanto3024,Dislikenya kok gak muncul...bonus apaan nih
@jamiludinlhegan4288,Yang sabar pa Gibran .. dan bapa Jokowi perubahan negara di pegang pa Jokowi selama 10 tahun banyak perubahan dan peningkatan KLO kita lihat Denga hati nurani .. di bandingkan presiden terdahulu.... tapi ada aja orang iRiiiiiiii DENGKI yang selalu menjatuhkan pa Jokowi dan presiden terhormat kita pa Prabowo dan wakil pa Gibran ...Allah beserta orang-orang sabar ..... sehat selalu ....amin ya Allah ..maju trus pantang mundur...
@bagiyo9911,gua kesini cuma buat dislike
@hanialbacares,Oalah ini yg beli likes
@rikingrh22,Kasihan....
@yuddgifari5506,Witok detok not onli tok detok
@rifahafidz9378,Saya fcus ke matanya kok kayak bca terus
@TheAkbar1994,duet wowo dan fufufafa daya rusaknya lebih besar dan kuat dari wiwi
@mayumi0483,"Pinter yg buat skrip, gibrannya tinggal baca tapi ga ngerti apa yg dibaca"
@anggaprityatomo,Ganti Doraemon aja dah mendingan wapresnya
@ramdoni2384,Ko gada tombol dislike di koment ya >>>>>>
@joregedd8514,"Di sini warga negara dengan kecerdasan ngumpul, terlihat dengan reaksinya. Bukan warga yang tergiur guyuran bansos tentunya."
@microge3218,"Kalau mau lihat orang-orang yang hatinya gelap, lihat aja yang komen di video ini. Mereka susah di ajak maju, merasa dirinya malaikat."
@tiaracahyaningtyas599,"Kalo baca teks doang sih, ganti aja wapresnya pake AI"
@IppPon,Beli like dia wkwk
@erbnws16,Bang saya udah 1 th lebih blm dpet kerjaan
@Senimanae,"NETIZEN JIKA MENGKLAIM DIRI ANDA PINTAR ,BERISI ,GELAR SEABREK, KRITIS. HARGAI SETIAP ORANG YANG MENYAMPAIKAN ILMU. KALAU ANDA SEORANG YG BERILMU ANDA TIDAK MUNGKIN SEPERTI ITU."
@dienrosmawanto3024,Sapa aja bisa kalo cuma baca naskah dari tim
@fahrezalubis,Ingat neraka itu ada buat org yg beriman. Dipukuli munkar nakir d alam kubur itu bukan perkara gampang. Marilah kita bersopan2 dan tidak melakukan pelanggaran.
@adjidigidaw6860,"Brantas korupsi aje dulu, sampe ke akar akarnya,"
@chanelrandom243,"Gimana mau produktif banyak pemuda pengangguran.lapangan pekerjaan saat ini bukan cuma Mandang skill,tapi Mandang fisik juga."
@phaycool-fg3dz,"Terus maju mas gibran, haters gonna be hate."
@izhnaisnainiyah2823,"Tetap semangat berkarya, berjuang, berkontribusi untuk Indonesia mas gibrann"
@fatcatvlo,"Ini namanya sistem demokrasi yg kalian semua perjuangkan..munculny itu pemimpin yg favorit bkn pemimpin yg kompeten..gibran tuh ga salah,,pemimpin aplgi wakil ga wajib pinter,,yg pinter kan bisa di undang jd penasehat. pemimpin yg plg penting itu berani take action..percuma pinter tp ga berani memutuskan krn ga untungin dirinya sendiri..klo mo pemimpin yg kompeten ya ubah politikny jgn demokrasi"
@adefitriani-i2h,"yang komen tentang kebencian. SDM rendah. Krtik boleh Tapi kritik yang masuk akal sesuai tema yang dia bicarakan. bukan tentang kebencian. bukan saya mendukung beliau tapi stop ""kebencian"" itu tidak akan merubah apapun untuk negara."
